time,open,high,low,close
2015-03-27,23.4046544,24.25176316,23.4046544,23.89370688
2015-03-30,23.89370688,24.09456772,23.45705288,23.7539776
2015-03-31,23.78017684,23.83257532,23.4919852,23.52691752
2015-04-01,23.5356506,24.3216278,23.5356506,24.24303008
2015-04-02,24.2779624,24.78448104,23.9723046,24.76701488
2015-04-03,24.6272856,26.01584532,24.46135708,25.64032288
2015-04-07,25.7189206,25.74511984,25.2386012,25.4569282
2015-04-08,25.51805976,25.56172516,24.06836848,24.81941336
2015-04-09,24.96787572,24.96787572,22.706008,24.05090232
2015-04-10,24.01597,25.4132628,23.64918064,25.17746964
2015-04-13,25.20366888,26.417567,24.81941336,24.88054492
2015-04-14,24.8019472,25.38706356,24.60981944,25.03774036
2015-04-15,25.01154112,25.43946204,24.452624,24.92421032
2015-04-16,24.53122172,25.98964608,23.59678216,25.90231528
2015-04-17,26.03331148,27.05508184,25.42199588,25.88484912
2015-04-20,25.47439436,25.87611604,24.7146164,25.11633808
2015-04-21,23.76271068,25.36086432,23.76271068,25.08140576
2015-04-22,25.08140576,25.325932,24.8456126,25.22986812
2015-04-23,25.35213124,27.072548,25.35213124,26.36516852
2015-04-24,26.0245784,26.10317612,25.2386012,25.44819512
2015-04-27,25.48312744,26.44376624,25.0202742,25.22986812
2015-04-28,25.29973276,25.29973276,23.41338748,23.45705288
2015-04-29,23.45705288,24.29542856,23.2299928,24.02470308
2015-04-30,23.98977076,24.2779624,23.45705288,24.11203388
2015-05-04,24.12076696,24.9329434,24.0596354,24.8019472
2015-05-05,24.81941336,25.17746964,24.3652932,24.56615404
2015-05-06,24.5399548,26.05951072,24.5399548,25.25606736
2015-05-07,25.08140576,26.4612324,25.08140576,26.05077764
2015-05-08,26.04204456,28.0331868,26.04204456,27.8148598
2015-05-11,29.5178104,30.60071232,28.01572064,30.1727914
2015-05-12,29.8671336,31.68361424,29.6051412,30.6531108
2015-05-13,30.64437772,31.0460994,29.77106972,30.5221146
2015-05-14,30.51338152,32.74905,30.3911184,32.06786976
2015-05-15,32.05913668,34.277339,32.05913668,33.85815116
2015-05-18,33.86688424,36.3296128,33.86688424,36.16368428
2015-05-19,36.242282,37.91903336,34.51313216,35.20304548
2015-05-20,35.2379778,36.1549512,34.8449892,35.08951544
2015-05-21,35.08951544,35.08951544,33.19443708,34.91485384
2015-05-22,34.94978616,37.988898,34.94978616,37.0282592
2015-05-25,37.04572536,40.73108512,36.69640216,40.73108512
2015-05-26,42.33797184,44.538708,41.05420908,44.43391104
2015-05-27,45.412016,45.412016,42.5300996,43.77019696
2015-05-28,43.447073,47.06256812,40.00623948,41.29000224
2015-05-29,41.6131262,45.42074908,41.6131262,45.42074908
2015-06-01,46.18052704,49.96195068,45.412016,49.96195068
2015-06-02,50.35493928,52.46834464,48.53845864,51.83956288
2015-06-03,51.525172,51.961826,48.5995902,50.66059708
2015-06-04,50.66059708,51.32431116,46.30279016,48.89651492
2015-06-05,50.66933016,51.088518,44.975362,46.80057572
2015-06-08,47.813613,48.2066016,42.1807764,43.3160768
2015-06-09,43.52567072,45.0626928,41.92751708,43.99725704
2015-06-10,43.6654,45.0626928,42.792092,44.83563272
2015-06-11,45.491814,45.491814,44.339,44.9242748
2015-06-12,45.1282342,47.9038556,44.959746,47.5846148
2015-06-15,48.0546082,49.3315714,44.78239,45.1725732
2015-06-16,44.3567356,44.3567356,41.67866,41.7318668
2015-06-17,41.501304,43.45222,38.8498318,42.5299688
2015-06-18,42.742796,43.629576,39.683405,39.7632152
2015-06-19,39.8784966,40.7209376,39.01832,39.284354
2015-06-23,39.284354,41.323948,35.4800678,41.3062124
2015-06-24,41.323948,41.8826194,39.328693,39.9051
2015-06-25,39.5769914,40.6854664,38.5571944,39.328693
2015-06-26,38.840964,38.840964,35.4002576,35.426861
2015-06-29,36.136285,37.24476,31.8886088,31.8886088
2015-06-30,31.0373,34.14103,28.6962008,33.9104672
2015-07-01,33.564623,35.91459,31.92408,32.1191716
2015-07-02,32.633504,33.209911,28.909028,29.0952518
2015-07-03,26.6034,29.26374,26.1866134,26.1866134
2015-07-06,28.8026144,28.8026144,23.5706124,23.7834396
2015-07-07,23.0740156,23.0740156,21.4068692,21.4068692
2015-07-08,21.4068692,21.4068692,21.4068692,21.4068692
2015-07-09,21.4068692,21.4068692,21.4068692,21.4068692
2015-07-10,21.4068692,21.4068692,21.4068692,21.4068692
2015-07-13,23.544009,23.544009,23.544009,23.544009
2015-07-14,25.9028438,25.9028438,25.9028438,25.9028438
2015-07-15,28.4922414,28.4922414,24.2711686,25.2111554
2015-07-16,23.49967,26.7452848,23.49967,26.3196304
2015-07-17,26.3284982,28.953367,26.248688,28.953367
2015-07-20,28.953367,30.8422084,28.953367,30.017503
2015-07-21,29.6007164,31.2235238,28.3858278,30.4874964
2015-07-22,30.4874964,30.948622,29.2548722,30.0973132
2015-07-23,29.795808,32.0482292,29.6095842,31.2412594
2015-07-24,31.6935172,32.81086,31.0373,31.2944662
2015-07-27,30.327876,33.874996,30.15052,30.7623982
2015-07-28,28.37696,30.8510762,27.6852716,27.6852716
2015-07-29,28.37696,30.4342896,26.6034,29.5475096
2015-07-30,29.26374,31.125978,28.909028,29.6805266
2015-07-31,29.26374,29.973164,27.49018,28.6252584
2015-08-03,27.8537598,28.37696,25.760959,25.7964302
2015-08-04,25.8230336,27.578858,24.563806,27.5256512
2015-08-05,27.2773528,27.5522546,26.071332,26.4437796
2015-08-06,25.7343556,26.248688,25.3707758,25.6900166
2015-08-07,26.115671,27.1709392,25.8407692,27.1266002
2015-08-10,27.623197,29.1484586,27.312824,29.086384
2015-08-11,28.8469534,30.239198,28.642994,28.9178958
2015-08-12,28.642994,28.9001602,27.7296106,27.9867768
2015-08-13,27.5611224,28.288282,27.0201866,28.1818684
2015-08-14,28.199604,28.82035,27.9424378,28.2173396
2015-08-17,27.6764038,28.2173396,26.8516984,27.9690412
2015-08-18,28.1286616,28.687333,25.1756842,25.1756842
2015-08-19,24.4485246,27.2330138,23.4198598,27.135468
2015-08-20,26.426044,27.04679,25.27323,25.3885114
2015-08-21,24.5017314,25.317569,23.765704,23.8632498
2015-08-24,23.2868428,23.2868428,21.4778116,21.4778116
2015-08-25,19.3495396,19.95255,19.331804,19.331804
2015-08-26,19.331804,19.7574584,17.558244,17.7356
2015-08-27,18.223329,19.287465,17.5671118,19.243126
2015-08-28,19.8993432,20.5555604,19.3584074,20.4934858
2015-08-31,20.085567,20.085567,19.0569022,19.0746378
2015-09-01,18.6312478,18.6312478,17.29221,17.3099456
2015-09-02,16.5739182,18.045973,16.2369418,17.7089966
2015-09-07,17.9838984,18.9593564,17.912956,18.578041
2015-09-08,18.6401156,19.95255,18.2854036,19.8727398
2015-09-09,20.0057568,20.9102724,20.0057568,20.4491468
2015-09-10,20.2008484,20.4757502,19.686516,19.730855
2015-09-11,19.730855,20.0944348,19.243126,19.7397228
2015-09-14,19.9348144,20.0234924,17.7622034,17.7622034
2015-09-15,17.469566,18.1701222,16.9197624,17.026176
2015-09-16,17.1857964,18.7287936,17.026176,18.7287936
2015-09-17,18.356346,19.50916,18.17899,18.4538918
2015-09-18,18.578041,19.1367124,18.3386104,19.0391666
2015-09-21,18.7021902,20.174245,18.3208748,20.1121704
2015-09-22,20.0589636,20.5378248,19.7042516,20.1653772
2015-09-23,19.863872,20.085567,19.110109,19.4027464
2015-09-24,19.4027464,19.9348144,19.4027464,19.8106652
2015-09-25,19.597838,19.7929296,18.6312478,19.0125632
2015-09-28,18.755397,19.4736888,18.755397,19.4116142
2015-09-29,18.9859598,19.2076548,18.7820004,18.8529428
2015-09-30,19.154448,19.686516,19.0746378,19.3672752
2015-10-08,20.4136756,20.8304622,20.2097162,20.7861232
2015-10-09,20.750652,20.9812148,20.484618,20.794991
2015-10-12,20.9812148,22.3113848,20.794991,22.0985576
2015-10-13,21.903466,22.524212,21.6462998,22.3202526
2015-10-14,22.346856,22.6749646,22.0630864,22.0719542
2015-10-15,21.947805,24.1026804,21.8857304,23.6592904
2015-10-16,23.677026,26.0092574,23.677026,24.1115482
2015-10-19,24.1913584,24.3243754,23.322314,23.49967
2015-10-20,23.49967,23.898721,23.2425038,23.8366464
2015-10-21,23.7479684,24.031738,21.4512082,21.4955472
2015-10-22,21.593093,22.6927002,21.3625302,22.5153442
2015-10-23,22.6927002,23.2247682,22.2227068,23.2159004
2015-10-26,23.544009,24.2800364,23.4908022,24.0051346
2015-10-27,23.721365,24.120416,22.1961034,24.031738
2015-10-28,23.7923074,24.8121044,23.233636,23.2957106
2015-10-29,23.5972158,23.94306,23.0740156,23.7479684
2015-10-30,23.6681582,23.9164566,23.144958,23.7036294
2015-11-02,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-03,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-04,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-05,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-06,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-09,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-10,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-11,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-12,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-13,23.7036294,23.7036294,23.7036294,23.7036294
2015-11-16,26.071332,26.071332,25.0337994,26.071332
2015-11-17,27.3748986,28.6784652,27.04679,27.9424378
2015-11-18,27.49018,27.756214,26.2132168,26.4083084
2015-11-19,26.514722,27.3660308,26.4792508,27.179807
2015-11-20,27.4369732,28.598655,27.0999968,28.3148854
2015-11-23,28.199604,30.1327844,27.844892,29.6450554
2015-11-24,29.441096,29.884486,28.731672,29.6716588
2015-11-25,29.618452,32.6423718,29.1041196,32.6423718
2015-11-26,33.2808534,34.9125286,31.0373,32.2699242
2015-11-27,31.569368,33.2453822,29.840147,30.59391
2015-11-30,30.239198,31.658046,27.9513056,30.9397542
2015-12-01,30.6559846,31.7378562,30.194859,31.2412594
2015-12-02,31.170317,31.170317,28.1197938,29.9642962
2015-12-03,30.1327844,30.6559846,29.3612858,29.5918486
2015-12-04,29.7159978,30.1416522,28.7848788,29.4144926
2015-12-07,29.4588316,29.618452,28.9001602,29.6007164
2015-12-08,29.5209062,30.3810828,28.8292178,29.8046758
2015-12-09,29.5209062,31.48069,29.3612858,31.3122018
2015-12-10,31.2767306,32.6512396,30.682588,32.0659648
2015-12-11,32.0659648,32.3497344,30.1593878,30.4520252
2015-12-14,29.7248656,30.4076862,29.352418,30.0795776
2015-12-15,30.1771234,31.7999308,30.106181,31.3388052
2015-12-16,31.6491782,33.874996,31.3565408,32.7931244
2015-12-17,32.7310498,33.69764,32.36747,33.5114162
2015-12-18,33.5468874,35.6308204,33.5114162,35.2672406
2015-12-21,35.3647864,35.3647864,33.7331112,34.4336674
2015-12-22,34.407064,35.4534644,34.052352,34.58442
2015-12-23,34.2474436,34.58442,33.25425,33.5114162
2015-12-24,33.4227382,34.14103,32.9704804,33.6621688
2015-12-25,34.008013,34.2119724,33.3606636,34.0168808
2015-12-28,34.1321622,36.535336,34.1321622,34.6198912
2015-12-29,34.894793,35.382522,33.8395248,35.2406372
2015-12-30,35.1962982,36.3491122,34.58442,34.7972472
2015-12-31,34.495742,34.495742,33.2631178,33.4404738
2016-01-04,33.4493416,33.6355654,30.0973132,30.0973132
2016-01-05,27.445841,30.5850422,27.445841,30.2125946
2016-01-06,29.884486,30.549571,29.0952518,30.416554
2016-01-07,28.3858278,30.416554,27.3748986,27.4103698
2016-01-08,27.7828174,29.130723,25.539264,26.3107626
2016-01-11,25.8230336,26.071332,23.677026,23.677026
2016-01-12,23.7745718,24.253433,21.814788,23.4021242
2016-01-13,23.7479684,23.94306,22.1872356,22.2315746
2016-01-14,21.548754,23.677026,21.3359268,23.3843886
2016-01-15,22.9853376,23.9785312,22.346856,22.61289
2016-01-18,22.125161,24.1913584,21.814788,23.8898532
2016-01-19,23.765704,25.4417182,23.677026,25.2022876
2016-01-20,25.228891,26.2132168,24.7056908,24.9362536
2016-01-21,24.1913584,25.2554944,23.366653,23.3843886
2016-01-22,23.987399,24.430789,22.701568,24.0672092
2016-01-25,24.253433,25.140213,24.209094,24.5992772
2016-01-26,24.475128,24.475128,22.1428966,22.1606322
2016-01-27,22.258178,22.5064764,19.996889,21.8325236
2016-01-28,21.105364,21.814788,20.2895264,20.3604688
2016-01-29,20.484618,21.5576218,20.041228,21.3447946
2016-02-01,21.3802658,22.0276152,20.972347,21.2295132
2016-02-02,21.460076,22.524212,21.28272,22.3379882
2016-02-03,21.992144,23.4908022,21.7438456,23.3311818
2016-02-04,23.3755208,25.6634132,23.3755208,24.9539892
2016-02-05,25.1490808,25.1490808,24.4130534,24.6790874
2016-02-15,23.765704,25.2643622,23.5706124,25.051535
2016-02-16,25.184552,26.1511422,25.0692706,25.805298
2016-02-17,25.6545454,25.8851082,25.184552,25.627942
2016-02-18,25.71662,26.0092574,25.450586,25.494925
2016-02-19,25.450586,25.805298,25.27323,25.71662
2016-02-22,25.9560506,26.692078,25.8673726,26.3994406
2016-02-23,26.115671,26.7630204,25.805298,26.1334066
2016-02-24,26.0979354,26.7718882,25.627942,25.938315
2016-02-25,25.9205794,26.0535964,23.3489174,23.3489174
2016-02-26,23.100619,23.7124972,22.346856,22.9587342
2016-02-29,22.9587342,23.05628,20.7151808,21.814788
2016-03-01,21.903466,22.8611884,21.5310184,22.7547748
2016-03-02,22.7370392,23.810043,22.524212,23.6592904
2016-03-03,23.7036294,24.209094,23.1626936,23.3311818
2016-03-04,23.1715614,23.277975,21.6196964,21.8325236
2016-03-07,22.0630864,22.967602,22.0276152,22.745907
2016-03-08,22.8611884,22.923263,21.992144,22.8257172
2016-03-09,22.3645916,22.701568,21.9212016,22.0010118
2016-03-10,21.992144,22.701568,21.992144,22.2493102
2016-03-11,21.8679948,22.5774188,21.8679948,22.5330798
2016-03-14,22.701568,24.1026804,22.701568,23.8011752
2016-03-15,23.8366464,23.898721,22.8877918,23.011941
2016-03-16,23.05628,23.233636,22.4444018,22.4887408
2016-03-17,22.5508154,23.765704,22.346856,23.5972158
2016-03-18,23.5706124,25.7786946,23.4198598,25.4328504
2016-03-21,25.4594538,26.7541526,25.4594538,26.0979354
2016-03-22,25.71662,27.4369732,25.450586,27.4103698
2016-03-23,27.1620714,27.9158344,26.8073594,27.5877258
2016-03-24,26.9669798,29.3435502,26.8339628,26.8605662
2016-03-25,26.4526474,27.3748986,25.893976,26.381705
2016-03-28,26.5856644,27.6409326,26.248688,26.293027
2016-03-29,26.6034,26.913773,25.6102064,26.5501932
2016-03-30,26.9403764,29.2016654,26.9403764,29.2016654
2016-03-31,30.017503,31.92408,29.973164,31.6225748
2016-04-01,31.0284322,31.303334,29.8135436,30.6648524
2016-04-05,31.3122018,33.298589,30.859944,32.6069006
2016-04-06,32.2078496,34.4868742,31.4629544,32.1723784
2016-04-07,32.2699242,33.431606,30.682588,31.8886088
2016-04-08,31.125978,31.7733274,30.3810828,31.0727712
2016-04-11,31.658046,33.786318,31.658046,32.5802972
2016-04-12,32.190114,33.25425,31.214656,31.7289884
2016-04-13,31.968419,32.81086,31.5959714,31.8974766
2016-04-14,32.2610564,32.456148,31.303334,32.0393614
2016-04-15,32.0393614,33.2365144,31.4895578,32.3852056
2016-04-18,32.36747,32.9616126,30.859944,32.012758
2016-04-19,31.92408,32.1723784,31.5516324,31.8265342
2016-04-20,32.145775,32.3852056,29.086384,30.5673066
2016-04-21,30.2214624,33.6266976,29.8224114,32.5536938
2016-04-22,32.323131,34.673098,31.92408,34.3981962
2016-04-25,33.69764,35.8879866,32.766521,34.7263048
2016-04-26,34.14103,35.382522,33.8661282,34.3893284
2016-04-27,34.6513726,37.3620406,34.6513726,37.14518716
2016-04-28,36.7747292,37.94031644,35.88924432,37.59696516
2016-04-29,37.05483156,37.949352,36.62112468,37.19036496
2016-05-03,37.4523962,39.10590368,36.06091996,37.96742312
2016-05-04,37.50660956,40.55159328,37.497574,39.68417952
2016-05-05,39.304686,39.68417952,38.40113,38.87097912
2016-05-06,38.74448128,40.65098444,36.8650848,37.64214296
2016-05-09,37.55178736,38.83483688,35.25675512,36.30488008
2016-05-10,36.72051584,36.93736928,35.35614628,36.44041348
2016-05-11,36.48559128,37.723463,36.0518844,36.44944904
2016-05-12,36.15127556,38.30173884,35.34711072,38.23848992
2016-05-13,38.2204188,39.4853972,36.14224,36.96447596
2016-05-16,36.57594688,37.91320976,35.13025728,37.30782724
2016-05-17,37.1361516,37.30782724,35.916351,36.10609776
2016-05-18,35.2838618,36.03381328,33.84720776,35.04893724
2016-05-19,34.76883488,35.67239088,34.35319912,34.82304824
2016-05-20,34.4706614,35.67239088,34.02791896,35.40132408
2016-05-23,35.0579728,37.20843608,35.0579728,36.17838224
2016-05-24,36.2325956,37.3168628,34.81401268,34.97665276
2016-05-25,35.3742174,35.5097508,33.59421208,33.86527888
2016-05-26,34.0188834,34.14538124,32.45573152,33.78395884
2016-05-27,33.86527888,36.12416888,33.5219276,35.83503096
2016-05-30,35.5549286,37.01868932,34.786906,35.7356398
2016-05-31,35.74467536,37.82285416,35.7356398,37.497574
2016-06-01,37.50660956,40.37088208,37.497574,39.2595082
2016-06-02,39.15108148,39.41311272,38.50052116,39.2595082
2016-06-03,39.4402194,39.982353,38.63605456,39.29565044
2016-06-06,39.01554808,41.3828648,39.01554808,41.10276244
2016-06-07,41.18408248,43.370688,40.9310868,41.80753612
2016-06-08,42.1508874,44.4549552,40.39798876,44.07546168
2016-06-13,43.47007916,43.93992828,39.6661084,39.6661084
2016-06-14,39.33179268,41.2021536,38.04874316,41.19311804
2016-06-15,40.09077972,44.4549552,40.09077972,42.3767764
2016-06-16,42.08763848,43.16287012,40.9762646,41.0214424
2016-06-17,40.77748228,42.09667404,40.208242,40.72326892
2016-06-20,41.3828648,42.47616756,41.111798,42.467132
2016-06-21,42.6478432,44.10256836,41.3828648,41.86174948
2016-06-22,41.563576,42.3315986,40.74134004,41.54550488
2016-06-23,41.0214424,41.63586048,40.35281096,40.53352216
2016-06-24,40.0275308,41.22022472,38.6721968,40.65098444
2016-06-27,40.1178864,41.2021536,40.1178864,41.12986912
2016-06-28,41.0666202,42.44002532,40.89494456,41.46418484
2016-06-29,42.467132,43.2803324,40.94012236,41.111798
2016-06-30,41.21118916,41.43707816,40.03656636,41.40093592
2016-07-01,42.0605318,42.0605318,41.0214424,41.53646932
2016-07-04,41.37382924,43.62368368,40.73230448,43.51525696
2016-07-05,43.13576344,43.53332808,42.2864208,42.59362984
2016-07-06,42.61170096,43.35261688,42.61170096,42.79241216
2016-07-07,42.6478432,43.0996212,41.789465,42.79241216
2016-07-08,42.35870528,42.7381988,41.79850056,41.85271392
2016-07-11,41.6539316,42.00631844,39.756464,39.9371752
2016-07-12,39.72935732,40.64194888,39.16011704,40.22631312
2016-07-13,40.2534198,40.63291332,39.756464,40.15402864
2016-07-14,40.14499308,40.885909,39.81067736,40.7503756
2016-07-15,40.50641548,40.7955534,40.00945968,40.5696644
2016-07-18,40.14499308,40.54255772,39.304686,40.06367304
2016-07-19,40.59677108,41.28347364,40.2985976,40.83169564
2016-07-20,40.83169564,41.18408248,40.46123768,40.96722904
2016-07-21,40.9310868,41.05758464,40.19017088,40.22631312
2016-07-22,40.208242,41.99728288,39.53961056,41.84367836
2016-07-25,41.78042944,42.7381988,41.4732204,42.48520312
2016-07-26,42.1960652,42.74723436,41.7442872,42.49423868
2016-07-27,42.85566108,43.98510608,39.76549956,42.2864208
2016-07-28,41.63586048,41.9249984,40.28052648,41.2473314
2016-07-29,41.7442872,41.90692728,40.35281096,41.44611372
2016-08-01,41.08469132,41.44611372,37.29879168,39.49443276
2016-08-02,39.64803728,39.7112862,38.50052116,39.02458364
2016-08-03,39.26854376,39.6661084,38.83483688,39.08783256
2016-08-04,39.530575,39.60285948,37.949352,38.0848854
2016-08-05,38.1300632,38.75351684,37.96742312,38.09392096
2016-08-08,38.0848854,38.51859228,37.64214296,38.2655966
2016-08-09,38.2655966,38.2655966,37.79574748,38.20234768
2016-08-10,38.23848992,38.96133472,38.20234768,38.73544572
2016-08-11,38.4914856,38.7173746,37.68732076,37.73249856
2016-08-12,37.59696516,37.82285416,37.19940052,37.73249856
2016-08-15,37.80478304,38.852908,37.79574748,38.65412568
2016-08-16,38.64509012,38.96133472,38.27463216,38.72641016
2016-08-17,38.6721968,38.79869464,38.3559522,38.45534336
2016-08-18,38.7625524,39.24143708,38.627019,38.9884414
2016-08-19,38.9432636,39.20529484,38.7173746,38.88905024
2016-08-22,38.9432636,39.05169032,38.1300632,38.23848992
2016-08-23,38.23848992,38.45534336,37.2265072,37.497574
2016-08-24,37.47950288,37.71442744,37.3168628,37.6782852
2016-08-25,37.59696516,37.66924964,36.66630248,37.07290268
2016-08-26,37.20843608,38.02163648,37.19036496,37.71442744
2016-08-29,37.91320976,37.91320976,37.11808048,37.3168628
2016-08-30,37.53371624,38.12102764,37.3168628,37.98549424
2016-08-31,38.0397076,38.10295652,37.7686408,38.03067204
2016-09-01,38.0397076,38.12102764,37.5879296,37.65117852
2016-09-02,37.6331074,37.7686408,36.7747292,37.01868932
2016-09-05,37.271685,37.53371624,36.98254708,37.47046732
2016-09-06,37.3168628,37.8138186,36.6391958,37.74153412
2016-09-07,37.77767636,38.03067204,37.30782724,37.34396948
2016-09-08,37.497574,37.87706752,37.15422272,37.7686408
2016-09-09,37.83188972,37.86803196,37.37107616,37.56985848
2016-09-12,36.819907,37.3620406,36.594018,36.79280032
2016-09-13,37.01868932,37.28072056,36.6391958,37.20843608
2016-09-14,37.05483156,37.44336064,36.7747292,37.03676044
2016-09-19,37.02772488,37.3620406,36.96447596,37.24457832
2016-09-20,37.15422272,37.5879296,37.15422272,37.50660956
2016-09-21,37.50660956,37.9041742,37.34396948,37.77767636
2016-09-22,37.79574748,37.9041742,37.59696516,37.723463
2016-09-23,37.75056968,38.02163648,37.5879296,37.93128088
2016-09-26,37.949352,38.11199208,37.57889404,37.6782852
2016-09-27,37.8589964,38.0848854,37.68732076,38.01260092
2016-09-28,37.96742312,37.98549424,37.6782852,37.9041742
2016-09-29,37.75056968,37.92224532,36.8650848,37.52468068
2016-09-30,37.2265072,37.497574,36.9554404,37.38011172
2016-10-10,37.37107616,37.84996084,37.1361516,37.723463
2016-10-11,37.7686408,38.54569896,37.68732076,38.25656104
2016-10-12,38.23848992,38.61798344,37.8589964,38.34691664
2016-10-13,38.28366772,38.4914856,38.00356536,38.05777872
2016-10-14,38.06681428,38.06681428,37.66021408,37.95838756
2016-10-17,38.2204188,38.2204188,37.66021408,37.73249856
2016-10-18,38.11199208,38.2204188,37.68732076,38.13909876
2016-10-19,38.20234768,38.2655966,37.69635632,37.8138186
2016-10-20,37.84092528,38.0848854,37.6331074,37.75056968
2016-10-21,37.6782852,38.02163648,37.5427518,37.73249856
2016-10-24,37.7686408,37.88610308,37.3168628,37.497574
2016-10-25,37.5427518,38.45534336,37.497574,38.34691664
2016-10-26,38.39209444,38.39209444,37.47950288,37.62407184
2016-10-27,37.65117852,37.83188972,37.3168628,37.38914728
2016-10-28,37.38914728,37.38914728,34.38934136,34.93147496
2016-10-31,35.22061288,35.65431976,34.786906,35.29289736
2016-11-01,35.29289736,36.11513332,35.25675512,35.90731544
2016-11-02,35.84406652,36.52173352,35.69949756,35.9615288
2016-11-03,35.74467536,36.47655572,35.74467536,36.04284884
2016-11-04,36.14224,36.4133068,35.8711732,36.01574216
2016-11-07,36.06995552,36.06995552,34.561017,34.91340384
2016-11-08,35.1483284,35.49167968,34.94954608,35.42843076
2016-11-09,35.42843076,35.68142644,34.8320838,35.44650188
2016-11-10,35.58203528,36.66630248,35.58203528,36.30488008
2016-11-11,36.30488008,36.64823136,36.14224,36.53980464
2016-11-14,36.49462684,37.045796,36.33198676,36.6843736
2016-11-15,36.85604924,37.00965376,36.5036624,36.74762252
2016-11-16,36.82894256,36.84701368,36.3229512,36.39523568
2016-11-17,36.39523568,36.5488402,36.0970622,36.12416888
2016-11-18,36.2325956,37.38914728,36.2325956,37.10904492
2016-11-21,37.03676044,37.62407184,37.03676044,37.4523962
2016-11-22,37.66924964,37.723463,36.8650848,37.24457832
2016-11-23,37.24457832,37.34396948,36.71148028,36.74762252
2016-11-24,36.69340916,36.94640484,36.12416888,36.21452448
2016-11-25,36.25970228,36.25970228,35.4193952,35.97959992
